titulo,texto
"'Calendário JPB' volta pela 14ª vez a rua Brasília, no Grotão-6172437.wav",pela melhora calendário gent bairro capit caso antigo rua você quanta veze gent comigo bota veze 13ª semana resposta velha gent previsão povo desanima gent calendário homen obra nada calçamento equip cano obra que problema morador difícil que calendário história calçamento promessa ele aprovação orçamento participativo projeto licitação gent nada ninguém nada você ele casa dia dia mê casa casa que meio rua final mê que casa outro canto rua momento que ela saída casa que meio rua local vista pela calçamento rua ele bairro rua essenci bairro que acesso gent segunda senha nó procuramo vez assessoria imprensa seinfra no enquanto previsão obra isso ele no ele isso se rua nada carimbo gent vamo fim infraestrutura rua ele previsão na
O Calendário JPB dessa terça-feira volta a Cabedelo-4764558.wav,funcionário professor calçamento rua que segurança mundo prefeitura se problema quinta visita calendário solução prazo boa notícia problema funcionário fácil ele pavimentação acesso essa obra cara rua extensa grand recurso prefeitura professor mão isso ele se pavimentação último encontro prefeitura meno rua que frent entrada pelo acesso melhor secretário calçamento eu que nó no parceria privada empresa que termo doação encargo projeto pronto legai empresa proposta passagem cama que pavimentação drenagem trecho rua pavimentação drenagem trecho rua isso prefeito ele tudo legalizado eu torno tudo ônibu rua exato ônibu nó fizemo alargamo pouco laterai que transport condiçõ manobra acesso situação né necessidad comunidad nó problema isso índice busca curso ocupação vaga problema comunidad época chuva chuva irregular desconfiança net isso confiança poder público continuamo né missão benefício comunidad calçamento que rua gent carimbo senhora boa notícia gent tempo burocracia tempo sobra aconteceria gent algo comunidad eu part burocracia torno partir burocracia obra gent margem zinha folga secretária
Calendário do JPB-2984809.wav,numa estado calendário pedido morador obra crech bairro anexo escola que comunidad promessa prefeitura obra andamento mê novembro placa crech pré-escola município ano setembro pela vez obra prefeitura que que secretário infraestrutura época qual relação crech nó gent obra limpeza capinagem mato funcionário prefeitura limpeza pelo nó empresa secretário você licitação empresa que que licitação condição roupa nova licitação novo milhão r$ governo feder obra início nó queremo verdad poder público relação obra conclusão obra missionária crech que falta comunidad trabalho conta filho crech você eu crech eu apertei ele obra calendário gent primeira vez que gent segunda-feira gent cenário diferent segunda-feira eu gent retroescavadeira gent caçamba limpeza trabalho obra nada cimento data trabalho trabalhador gent fato obra gent calendário comunidad quer prazo local digno família isso crech ele criança mãe falta cresc pela população obra reforma anexo escola que lado crech prazo calendário relação crech
"Calendário JPB volta ao Colibris, em João Pessoa-5904929.wav",hora calendário equip rua no eu secretaria infraestrutura qual nome fort situação difícil água casa morador se gent dia chuva chuva fraquinha gent quanto água que possível chuva fraquinha olha quantidad água que rua chuva fraca força que água água rua ponto ela caminho galeria eu chuva fraca gent água problema manhã gent nível água água ele lugar se eu tô gent garoinha água força rua água jeito fort tempo assim céu tempo você sossego morador part que você nível casa mê resposta seinfra boa gent boa secretário limpeza galeria tubulação que índice acordo norma técnica curto prazo previsão rede drenagem rua você luta eu fácil você gent você final gent gent gent fim algo curto prazo se inverno ano que posso difícil gent guerra batalha isso possível afin conta cidadão que imposto que
Calendário JPB cobra solução no mercado do Geisel-7205673.wav,calendário novela antiga mercado novo eu te prometo que gent motivo sobra quem promoção quem preço baixo banco mercado público gá eu gent amigo pedaço concreto concreto pedaço tijolo mato seco mato verd melhoria infraestrutura local movimentação movimento claro ambient legal público gent coisa problema lixo gent prefeito prefeitura lixo ninguém horrível isso frent bocado barraca máquina velha né bocado coisa que isso ideal projeto bonito projeto projeto ele reestruturação pavimentação iluminação projeto orçamento empresa obra fato palavra secretário mê eu que gent obra negócio andando tudo primeira quinzena sexta-feira documento secretário orçamento participativo documento caneta tinta que expectativa verdad pendência né dia calendário gent gá eu mercado bonito cheio client fé eu isso
O Calendário JPB  - tem um poste no meio do caminho-5388473.wav,post que risco ninguém nada ele lugar que sossego você ela calendário gent história carimbo simpl post longa história calendário ele problema estrutura oferecia risco choqu elétrico isso ele problema particular casa ele entrada garagem terceira visita calendário gent desfecho novela primeiro problema que questão estrutur gent cimento ajeitada estrutura metálica que própria que serviço equip serviço nada post lugar momento quem história início questão jurídica post que ela casa fort pendência construtora post questão na justiça que gent primeira instância senhora direito que post curso senhora decisão lado questão dano morai história pouquinho desfecho isso verdad estou juiz eu contato assessoria imprensa que telefon ele taxa que post ele serviço ele morador outro que serviço questão justiça justiça quem eu questão comunidad que risco comunidad questão estrutura metálica que risco amor
Obra para e rua continua intransitável em João Pessoa-7751811.wav,atenção rua gent quem carro garagem rua pessoal que presa prédio que você lado movimento client né que coisa funcionário absurdo funcionário emprego causa isso sério situação bora isso placa trecho obra placa veze gent buraco faixa ele sono metad faixa veículo princip que que ele última vez gent mai meno e-mail gent menino dia entrevista dia dia hora dia ninguém eu fiquei se começass gent carro casa gent liberdad gent nada filha tombo calçada atenção vez gent jeito pouco conta calçada pouco eu casa mobilidad você comum vez pessoa ela comércio ela ela se último ela ela amiga funcionária que ela moça ele movimento certeza funcionário mundo situação que gent loja que carro pessoal que rua difícil gent difícil situação ninguém isso eu que que novo obra segura calendário resposta ele empresa responsável obra ele empresa acordo cinco
Calendário JPB volta até o bairro Santa Cruz-4851610.wav,calendário rota ônibu bairro que zona oest cidad comunidad ônibu conjunto eu cpp gerent transport problema maio ano bairro calendário volta linha ele parada próxima ele quarteirõ ônibu comunidad sofr isso você comunidad né gent caro entanto nó retorno retorno comunidad pelo estudo sttp ônibu dificuldad rua demanda passageiro conjunto linha extinta nó busca solução sttp linha abertura rua possibilidad forma paliativa fazermo momento pavimentação lado escola rua lado abertura canteiro binário que que cruzamento forma paliativa atendimento bairro sentido centro-bairro inverso canteiro central possibilidad bairro centro nó tudo cronograma setembro possibilidad abertura inteiro bairro sentido centro-bairro gerent transport que que obra obra que que bom sinal meno papel gent
"Calendário JPB volta ao Mercado do Geisel, em João Pessoa-7718231.wav",gent chuva bem-vinda falta água né ela obra atrasa tudo último região metropolitana isso reforma mercado gá gent luta ela tempo calendário falei isso gent dança meno mê gent chuva pessoal bocado obra julho gent volta que né pessoal gent obra chuva gent gent pessoa ele esperançoso obra gent se mercado mercado digno população
Calendário JPB - Mangabeira ganha Centro da Juventude e coloca carimbo de resolvido-5926141.wav,20:02 ess número visita calendário bairro situação ele esconderijo quem gent cidadão que papel sociedad dia calendário rua grave ele gent terreno prédio crech crech tempo sede sucam prédio população o que chacina pessoa vez primeiro problema comunidad demolição prédio reforma centro isso gent não segura braço que gent centro caminhada calendário longa luta pena nó paciência font veze nó beleza que beleza centro agradecimento gent isso centro pena lutar sonho se realidad eu centro novinho comunidad diretor centro você tudo que centro juventud isso ferramenta orçamento participativo gent reforma equipamento licenciamento população bairro eu calendário convit aula período matrícula gent que aproveita oportunidad gent participação TV gent população que porta curso popular
Calendário JPB-2936021.wav,quem nó né tanta gent criança né revoltant demai assunto calendário magro gent luta ele pelo calçamento rua situação né gent data secretário infraestrutura calendário boa notícia calçamento rua serviço terraplanagem metad partir ponto aterro conjunto ele rua terraplanagem rua rua pela metad serviço quinta sexta-feira pararam horário né na casa calendário luta calçamento eu conta quanta veze rua terraplanagem aterro todinho rua condiçõ moto carro bicicleta gent cuidado pouco eu tombo rede água tudo eu decisão que nó sofrimento luta important calçamento que orçamento participativo direito calçamento promessa casamento ano secretário fim outubro bela notícia eu senhor ela compromisso que secretário última vez nada nada nada nada cabeça música né Eu presença secretário ele sofrimento nó ele gestor comunidad ele nó part calendário veze autoridad present gent secretário última vez gent secretário isso
Calendário JPB volta a rua Ana Vilar no bairro do Cruzeiro-5445037.wav,calendário gent bairro zona sul situação problema grand ond água escolar seca histórica cidad racionamento água mundo que rápido possível morador bairro cruz gent água que gent melhor saudad chuva pessoal da situação que imagen fácil motivo que tudo sujo possível moto gent pela que acident carro caixa eu jeito gosto casa eu eu bom casa eu mão cima calçada frase filha conta quantidad água que maior problema ponto você ideia areia que água rua cabeça quent problema que casa situação constantement pessoa que setor dona ela isso que situação quem né moto cima da causa moto gent situação difícil né vizinho morador alargamento água casa ele verdad água final casa na casa água jeito pessoal calendário última visita dia mê novembro gent eleiçõ tipo visita engenheiro olhada ninguém se visita fomo conjunto senhor vice-president
DNIT recebe carimbo de resolvido do Calendário JPB-5541648.wav,hora calendário povo bairro equip calendário o abaixo-assinado quebra-mola distância local maior movimento pedestr calendário ele bronca faixa pedestr ela segurança pedestr motorista o denit faixa prazo carimbo resolvido dedinho cima gent faixa próxima pessoal distância critério técnico segurança coisa que pista faixa faixa part regra segurança cima faixa que bom carinho adoro
Calendário JPB volta ao bairro de Tambauzinho em João Pessoa-4932910.wav,hora calendário bairro tambauzinho ano ele ajuda calendário cenário destruição você bagunça boa vou lado areia lama cimento trator eu motivo bom aqui obra que pela dia primeiro março isso março ele obra que trabalho né né né você ele que obra gent mudança muro que você muro divisório part baixo barreira etapa calçamento rua cima né coisa grand problema agosto ano tubulação se conserto necessário muro prédio máquina problemão calendário história janeiro gent mê março solução reforço talud composição muro arrimo questão dent serviço movimento terra função ela rua cima né reposição cima calçada área que calendário feliz no você obra dia segura firm carimbo andamento andamento feliz gent segura firm gent prazo prazo quem vida chuva que segurança exatament gent março gent fim abril
Calendário JPB volta a Cabedelo-5109668.wav,bom dia dia obra campinho pronta comprometido partida fim quem primo jogo reforma quadra centro ano time equip prefeitura julho tempo gol vitória inauguração obra meio-de-campo pronta prorrogação partida ano você luta disputa junho entrega comunidad espaço que ela direito ela isso terreno empresa empresa part reforma quadra forma que prefeitura permuta se terreno empresa empresa construiria quadra esperança última que nó gol gol honra comunidad gol honra nó intempéri que período mai vez ajuda calendário boa ação part secretário que empresa execução obra última vez gent meno cobertura exato primeira vitória nó satisfeito obra carimbo em andamento reforma quadra fato preocupant calendário região buraco foco imenso mosquito aed meno tá tudo risco meno região diferent gestor que cara que contato população vez que secretário esport lazer obrigação ele diferent pessoa ele obra prazo eu pelada comunidad valor mê maio reportagen índice chuva que cidad que obra precipitaçõ prefeito responsável pela obra engenheiro ele gent dia julho aquário grand sonho prefeitura povo cabelo que equipamento nova garantia dia
Calendário JPB volta ao bairro do Jeremias-5979117.wav,hora ele calendário gent bairro veze que pessoal que espaço lazer se atividad física que quinta vez bairro conclusão obra recuperação academia melhor né vazio pessoal criança idoso bairro local academia pouco você água drenagem acordo secretaria serviço urbano ambient que pela prefeitura local nova obra mudança que primeira situação obra primeira urbanização pista caminhada academia população serviço nó tivemo nova licitação solicitação ela partir próxima semana nó ordem serviço segunda obra organização população obra bairro conquista promessa promessa promessa nada se frent julho setembro outubro outubro aí pessoal no volta pessoal dia outubro equip calendário bom
Não resolvido - Calendário JPB volta pela sexta vez em rua sem calçamento-7588872.wav,atenção morador pertinho reportagem calendário que pela hora manhã vista linda que frent que dia vez nó luta né direito promessa jeito mai vez nó dia primeiro maio você gent caso coisa horrível carro gent direto carro direto dia chuva ninguém rua criança criança rua condição criança rua jeito única mudança que nova placa dia gent diferent conclusão rua seguint falta pessoa que gent ela ela ela ela ela verdad ela doent claro poeira pessoa que problema alergia problema respiratório certeza mudança clima poeira né você tô tô crise horrível alérgica poeira piora gent casa poeira gent rua ele situação saúd falta você problema rua última vez gent pela vez obra que local problema se seguimento processo licitatório dia 1º maio prazo volta gent processo licitatório início obra início obra mai vez conversa gent luta representant história licitação licitação essa que gent que descaso carro chuva tudo gent bota gent chuva tudo
Calendário JPB volta à comunidade do Taipa-4628452.wav,pessoal comunidad taipa bairro falta atenção autoridad comunidad obra novinha esgoto água suja mundo porta casa guerra povo quem essa terceira visita calendário bairro gent quem que responsabilidad problema nó sede representant no documento obra prefeitura obra pronta responsabilidad prefeitura prefeitura ofício resposta gent nova resposta queda braço eu termo recebimento que seinfra conta obra esgotamento sanitário termo recebimento rua lenga-lenga puxa encolh início semana eu comecei nova resposta fim conta infra que esgoto porta casa obra esgotamento sanitário rua prejuízo rua rua dia esgoto vez dia ninguém cheiro horrível insuportável você consegui mau cheiro que situação pessoal essa obra pública calçamento dinheiro pessoa situação o que gent dinheiro que calçamento tubulação esgoto ralo eu minuto grand sofrimento carimbo que mundo ninguém dúvida calendário novo eu segurar eu página mê janeiro porqu gent resposta longo que gent resposta eu festa fim ano você água esgoto porta casa luta novo janeiro
"Calendário JPB volta ao Mussumago, caso mais antigo do quadro-6578689.wav",frase que eu veze longo vida que marcant mim decisão justiça se se vida real calendário amo mago trigésima sexta vez calçamento caminhão lixo ambulância polícia difícil calendário luta calçamento essa 36ª visita coisa chuva tudo calçamento drenagem problema direito orçamento participativo que pela obra se sentimento fort o luta direito ele processo na justiça decisão juiz favor morador prazo obra obra isso eu eu certeza nó decisão tribun certo quem questão prazo prazo calendário regra que sessão data precisa decisão saia que próprio senhora tratamento saúd câncer que que senhora eu ambulância eu socorro veze eu preciso no braço cima carro condiçõ carro eu quem casa isso cidadão rua que sequer socorro médico rua prioridad calçamento
Calendário JPB volta a Cabedelo-4491381.wav,comunidad calçamento acesso volta calendário novidad boa solução definitiva quem gent moça calendário telefon diretor máquina operação tapa-buraco nó serviço terra planagem que pela prefeitura fato acesso gent primeira etapa iluminação gent gent limpeza que gent part tapa-buraco terraplanagem perspectiva diálogo né nó início comunidad trabalho que forma regular mesmo limpeza ela limpeza semana lixo comunidad diretor questão definitiva último encontro prazo citação projeto que que avanço história abertura processo licitatório impossibilidad atual liberação ação equação diminuição área abrangência bacia diminuição custo pela liberação lotação atual quadro insegurança frent município problema contexto crise nó isso comunidad ela culpa isso ela resposta ela ela resolutividad proposta questão drenagem pavimentação área apoio prefeitura que nó diálogo projeto fato paliativa que part solução real definitiva problema calendário carimbo andamento história gent ela andamento eu você licitação obra realidad eu representant secretaria infraestrutura que informação rua que acesso que
O calendário JPB dessa quinta-feira volta a Cabedelo-4823110.wav,assunto esport gent carona resposta important calendário luta morador reforma quadra notícia boa que quadra poliesportiva data entrega história faxina veze preciso casa ditado se cidad quadra que demolida detrá nova quadra comunidad segundo tempo partida futebol se realidad gent content pela vez nó realidad esforço conjunto comunidad poder público início transformação gent gent tudo certo gent criança você alegria comunidad geral início obra criança senhora idad ele rapaz isso válvula escap que juventud gent feliz propósito digo secretário ninguém esperança comunidad que placa informaçõ obra valor r$ bairro prazo execução prazo se verdad da vez present engenheiro responsável pela obra ele se demolição instant ele pedido estrutura nova estrutura metálica coberta você faxina praça sonho comunidad grosso estrutura part obra part alambrado recuperação piso tudo isso gent prazo materi obra pronta obra sorriso gent carimbo andamento segura secretário segura eu possível compreensão calendário gent caso margem segurança você gent comunidad que tempo justo própria placa obra pele ela obra iniciou-s calendário 90 que prazo que terno
"Calendário JPB ao vivo - equipe volta a rua esburacada no Grotão, em João Pessoa-6594576.wav",hora calendário assunto gent buraqueira bairro capit ele gent maior você boa tard pessoal casa eu coisa gent almoço mundo rua assunto sério comunidad árvore que forcinha gent sol escaldant gent que porta casa história longa calendário problema décima terceira visita gent situação rua buraqueira que rua você ideia da rua ele ré ond ele direto gent mudança que demolição casa que fim rua passagem carro prefeitura família que casa condomínio que rua sol comigo gent rua isso dezembro isso dia que eu casa eu que entulho sexta segunda-feira se entulho casa lugar carro eu amiga que entulho que tá tua vida mulher vida tristeza problema sou rato barata escorpião Eu filho ele escorpião escorpião casa casa demolida que entulho moradia escorpião calçamento que veze ele situação urgência que retirada entulho que fim rua ele retirada casa início solução vida ele rua sentido prefeitura obra que ele obra calçamento casa obra calçamento entulho fim rua falta calendário ele força luta eu eu na
Calendário JPB volta a cobrar melhorias em muro de escola-5661912.wav,hora cobrança briga pela comunidad calendário tudo que escola estadu bairro muro isso pared segurança meno ele frent escola eu preciso problema seguint tô frent portão eu pelo portão porteiro eu pelo portão eu muro muro muro muro muro ponto partir o que aram pessoa gent dificuldad part muro situação muro escola muro estaca cimento paliativo part ela vândalo escola escola isso ele cartaz nada solução reforma você luta estudant casa luta né isso gent problema se ano primeira vez gent outubro coisa questão segurança questão polícia representant calendário coisa outubro nada nada nada tendência né circunstância que gent processo licitatório que fim isso nó segurança né vez ocasiona falta segurança gent apelo gent escola melhor que situação falta muro escola medida paliativa direção aram isso cient volta sensação segurança tempo escola bandido que arrastão nó ano gestão nova acordo diretora adjunta
Calendário JPB dá prazo pra saber se problema vai voltar no Expedicionários-7611619.wav,calendário pouquinho diferent gent diferent teoria problema gent problema seguint melhor olhada calendário você calendário volta problema grand acordo mê vazamento estoura que rua grand problema moradora tudo porta garagem ela rosilen você carro que eu você vontad vizinha carro casa ela noit garagem que preocupação você se dia que ninguém ninguém encanamento areia lado poeira casa limpeza que tudo bocado bocado o areia representant tava ele calçada né serviço nada isso ó part gent causa serviço que pessoal problema porta casa ela buraqueira tamanho que negócio vez ele constant eu piedad gent contato produção que resposta ele serviço bairro direto ele substituição antiga encanação que amianto materi antigo materi frágil encanação nova gent resolvido negócio novo né andamento eu certinho bonitinho jeito que gent resolvido vez nada autoridad né calçada
"Calendário JPB está de volta ao bairro de Tibiri, em Santa Rita-7223975.wav",calendário área equip promessa que povo bora situação quiosqu quarta visita calendário comunidad quê quadra imprópria pessoal se divertir time que que sucesso campeonato futsal última vez comunidad paciência promessa isso pass cara comunidad vez gent bola que calendário que pelo time futsal pelo acesso esport jeito cara última vez secretário infraestrutura representant que quadra gent tela maio problema eliminação lâmpada que você tá dia lado sistema acesa dispersão energia que acesa gent olhada quadro pessoal lâmpada perigo noit vez área esport mole pessoal que droga tudo escuro família representant que diretor obra presença eu seguint última visita nada promessa atraso licitatório certo materi pedido população trâmite nó promessa que serviço manutenção part elétrica iluminação preciso pista skate criançada que cogitação perigo part área que brinquedo projeto pista skate pronto trampo licitatório certeza tempo gent pelo meno coisa eu te falei eu data trânsito
Calendário JPB resolve problema de moradores de Bodocongó-5658784.wav,comunidad dia calendário nó bairro floríped coutinho redutor velocidad gent boa notícia volta floríped coutinho autoridad rua isso bom sinal eu eu ansiosa que andamento solicitação eu percebi eu calendário rua exemplo maior velocidad ele velocidad ele essa princip reivindicação morador eu representant calendário bom dia tudo eu local resultado resultado acident ele carro mort Eu velocidad velocidad como sinalização que que content pele gent engenheiro que local melhor local implementação quebra-mola ponto vista lei trânsito pequena questõ que poda população se feliz segura ação sttp prefeitura questão placa tudo se número acident local possibilidad implementação tachõ local população se bom sinal carimbo seguint gent atrasa gent calendário tempo próprio morador dia dia dia dia trabalho pronto carinho fevereiro problema
Calendário JPB volta ao Mercado Público do Geisel com novidades-6638594.wav,hora calendário história que gent pedido reforma mercado público gá quanta veze gent maioria veze resposta situação plenária orçamento participativo reforma papel meno essa promessa mê abril completa que calendário mercado gá aniversário bolo notícia boa coisa aniversário eu mont ligação pessoa prefeitura obra eu recebi ligação noit relacionamento participativo ele prefeito ordem ele rua projeto vez eu né você se fundament questão gá mercado limpo pessoa lama causa situação eu povo gá gá isso área gent feira livr feira ela fim semana que trânsito comércio quem feira trânsito atrapalho comércio quem box mundo forma isso espaço atenção galeria que vira lama história esgoto sujeira pequena intervençõ que diferença mercado gá quem plenária eu present se prazo mundo carimbo gent andamento firmeza coisa dia maio data pela comunidad calendário obra que maio eu rápido possível palavra ele isso dia gent volta
"Calendário JPB volta ao Distrito de Galante, em Campina Grande-6120167.wav",hora calendário pessoa atividad física ano que luta melhoria ginásio se vez dia tudo Eu toda eu sabia joguinho difícil ok estrutura mulher bola estrutura nada bola eu talento você ele torneio ginásio jeito que gent tempo torneio materi casa milagr quadra difícil né ele materi competição ele time time feminino time masculino handebol ele se quero casa atividad física ginásio possível joguinho gent tudo né condiçõ gent gent gent rodo água gent terceira quarta quarta calendário gent velho problema novembro ano segunda vez problema pior que banheiro condiçõ nada jeito gent junho julho época chuva natação vez handebol natação certeza que ela tudo prazo que secretário esport reparo mudança mudança gent coisa lixo eu gent horrível possível que gent lâmpada refletor grand população única coisa que gent você situação que coloca
Calendário JPB volta à escola no bairro do Cristo-6700761.wav,falei lugar criança escola eu isso eu criança você gent criança escola exemplo aula mê maio água isso gravação calendário criança se ele saudad que você primeira oportunidad criança se brincadeira calendário gent história dia fevereiro escola aula gent aula sol sol novo você telefon que isso empresa serviço quem te isso rapaz responsável pela obra ele eu falei ele falei diretora ele se calha eu lado questão mini reforma falta pintura gesso que mãe aula na metad ano mê aula visita resposta secretaria educação gent que você rapaz obra ele que diretora lhe secretaria educação no resposta no calendário história final data que ele dia problema dia ele dia escola pronta né secretaria educação gent vez aula início abril gent início maio data dia maio gent gent aula aula eu certeza comemoração certeza
Calendário JPB cobra melhorias em escola há quatro anos-4951574.wav,escola quadra esport auditório cozinha laboratório ciência porta que bairro lest calendário problema reforma escola exemplo eu vez quem escola grisi problema mundo reforma orçamento planejamento água ideia que calendário local pela vez eu carimbo aula carinho inverno né inverno água condição colégio bonito mônica mãe aluno escola calendário início ela da mãe moradora bairro que escola que queda menina noit neta neta nada reforma colégio eu colégio tempo gent calendário deni tempo né luta tempo tempo reforma completa nada nada nada jeito justificativa culpa estado construtora que papel estado tudo longo ano professor melhoria que prestação verdad gent ganhamo batalha gent obstáculo que que gent situação quadra esport professor medo coisa pessoa que risco professor funcionário cionário nó situação muito droga aula pedra pessoa droga lado difícil gent forma
Calendário JPB - Moradores reclamam de esgoto no Santa Rosa-7510292.wav,hora comunidad seguint calendário pedido morador problema tubulação esgoto bairro casa problema calendário vez na ativa vez gent bairro cruzamento rua famosa bairro cruzamento gent igreja católica problema exatament lado igreja eu história que gent tudo mese caminhão lixo part asfalto caminhão espaço reparo tudo problema lado rua gent gent isso chuva esgoto que problema lado problema espaço galeria abril serviço resultado rosielma gent ela lado comércio que alimento você alimento lado você constrangedor cheiro satisfação gent esgoto estabelecimento mau cheiro foco mosquito dengu gent risco gent taxa esgoto altíssima difícil veze resposta que gent ele satisfação pronto isso gent sacrifício buraco sinalização noit risco grand veze motorista rua motociclista isso calendário gent autoridad quem fato responsabilidad problema solução comunidad quem pai menino quem conta problema gent problema
Calendário JPB vai ao Valentina Figueiredo-4526981.wav,gent história professora ela gent poder público luz lâmpada rua ela espera calendário equip que na Eu você estranho nada voz total que rua eu hora noit você se verdad que escuridão que pouco esport que gent se iluminação boa eu lado ela escuridão terrível isso cima entrada noit escuridão terrível você trabalho você noit você que situação segurança segurança fraca gent iluminação important né relação segurança pública rua escura gent se que rua lado lado mata área preservação permanent que que noit lado port que nada escuro lado post breu total total insegurança pessoa fico apreensiva você que equip você contato seinfra lâmpada reparo no post que ele período prazo máximo situação tempo que escuro marido veze ele trabalho caminhoneiro hora manhã tudo escuro iluminação tão ele alto ela ela chão iluminação que tá ruim rua nada pecado gent mata escuro eu apelo infra pedaço ele pequeno morador idoso criança ele iluminação calendário gent início mê outubro qual data boa gent problema que simpl
Calendário JPB retorna ao bairro do Alto Branco e cobra solução para falta de esgoto-6280402.wav,carimbo reclamação comunidad calendário gent lado bairro solução rua reportagem mê calendário na vez rua nariz ela outro esgoto aberto enorm que gent história rua rede esgoto dia procura obra que fato secretária resposta mê seguint realidad sinal perdão volta mê você calmaria bom isso pessoa problema lição você que primeiro calendário rua boa se cheiro agonia part lembrança ela da que esgoto aberto porta casa isso bom moça que seboso casa que eu cheiro eu nada mê prefeitura trabalho gent anális se possível rede esgoto rua mê que você vazamento que embaixo mau cheiro diferent diferent gent pessoal prefeitura dura obra que que local fábrica prefeitura partir momento que equip limpeza galeria que se lixo
Calendário JPB volta a Várzea Nova em Santa Rita-6080120.wav,gent comunidad vez calendário boa mê gent situação absurda visita melhor mundo gent sossego sonho verdad gent vez bota olha salto alto prova que coisa você se post gent medo ele tombar tardezinha criança veze criança bagunça tubulação água casa gent erosão que muro que frent casa ela eu carro frent casa dia carro gent veze calendário pessoa se bicho gent buraco você que calendário Eu você se história que propriedad terreno né eu resposta você no planta que que propriedad cehap gent planta gent pelo desenho área ela problema gent área que isso gent gent representant isso gent secretaria infraestrutura ela você documento gent processo administrativo documento cartório ond área cehap ond responsabilidad área município cehap gent que projeto infraestrutura grand área isso ótima notícia ele projeto pavimentação drenagem área que que projeto fácil pouco que ele tenho você guerreiro gent calendário que se gent força você gent nada isso
"Calendário JPB volta a rua Arnaldo de Albuquerque, no bairro do Alto Branco-6194492.wav",calendário equip reportagem bairro rede esgoto problema esgoto da casa confusão casaca local grisi problema bairro que matéria anterior senhora ôxe truqu fedor gent seguint gent volta seguint diferent realidad que gent mê mê gent isso horrível realidad diferent mau cheiro buraco enorm local rua prefeitura rua rede esgoto que que receio próxima chuva tudo novo trabalho legal ele serviço hein bacaninha que cano ferro pequeno que chuva areia boseira boca cano fino água volta pela boca grand topa vizinho gent obra que se ela comunidad que que paliativo escola tipo cano mim ela gent possível rede esgoto local gent que analisada rua possível você engenheiro gent possível rede esgoto rua gent abastecimento água rede coletora esgoto preciso estudo viabilidad técnica preciso levantamento que quantidad residência
'Calendário JPB' recebe carimbo de 'não resolvido' em praça no Castelo Branco-6108990.wav,beijinho meia hora calendário gent olho capit ano nó apelo morador que vergonha família resposta comunidad pedido cabimento eu bandeira eu demonstração resistência morador que meno ano reforma bandeira eu decepção que reforma essa terceira visita calendário gent resposta mato lixo descaso sobra gent fogo mundo resposta eu você se meno resposta nada nada nada você se mê maio calendário eu informação secretaria comunicação licitação reforma estaria gent mê agosto mê frent ordem serviço serviço nada resposta que gent quarta-feira moça licitação verba reforma gent gent imposto gent cobrança grand gent retorno gent lazer família segurança criança se fio carro ninguém ele brincadeira festa nó você reforma mesmo nó ligação nó atenção isso população simpl isso simpl final ano menina bonita izaquiel
Calendário JPB volta à comunidade do 'S' em João Pessoa-5854061.wav,calendário história que gent massada gent solução problema lado morador comunidad que falta infraestrutura prefeitura que dinheiro disponível construção notícia bora tempo sonho conjunto comunidad se realidad essa décimo visita pergunta que obra essa época difícil ano comunidad chove cheio lama última visita dezembro ano se nada gent secretária resposta andamento burocracia Eu prefeitura eu ela competência gent coisa casa gent proposta prefeito estrutura casa boa né reforma quê Eu fé acredito conjunto eu eu casa senhora Eu sofá cafezinho bolo menina casa cheirosinha você representant prefeitura prefeitura obra ponto final que que gent semana nó documentação comissão licitação semana que comissão licitação documentação projeto termo referência planilha orçamentária tudo isso comissão chamamento empresa que se serviço o final
Calendário JPB volta ao Funcionários-4521888.wav,pela limpeza terreno que ele local casa que entulho autoridad nada calendário eu casa terreno que grand família dia que ação reintegração poss máquina tudo entulho isso se pedra sapato morador comunidad terreno prefeitura prefeitura desocup ela nada família local conjunto ele problema grand rato escorpião barata lixão tempo situação que gent jeito você prefeitura que ele isso resposta respeito resposta nada nada eu pessoa ele situação ninguém gent isso blitz dia agosto nó problema situação conhecimento prefeitura ele gent ninguém nada ele lado você banheiro público nó casa situação todinha mau cheiro quero te escorpiõ cobra rato que você lado que escorpião meio igreja redor sei criancinha pequena fica eu você competent criancinha escorpião situação feia criança sofr ninguém que que isso mandei biologia escola eu isso casa perfeita escorpião lixo casa perfeita rato mato casa perfeita cobra rato cobra alimento sossego ninguém ess problema simpl máquina prefeitura serviço que ele eu
Calendário JPB tem surpresa na volta a uma escola no Bairro dos Novaes-5705883.wav,gent último bloco deixamo encerramento notícia boa calendário assunto que eu né luta imagem abril eu essa escola estadu bairro gent quadra hein isso gent luta ele ninguém notícia boa mundo imagem quadra escola inteira reforma lado que bagunça materi construção reforma infraestrutura escola ele instalação elétrica hidráulica sala aula secretaria educação estado pessoal casa eu reclamo eu aí eu te lado escola bagunça você bagunça boa que festa eu dúvida isso eu dúvida isso tudo que você comigo na escola diretor que escola revestida mexido melhor ele ano letivo ano letivo data data estado calendário que dia anexo bom escola reforma funcionária escola que ela transformação escola você banheiro pessoal carinho cuidado frio gent local obra local gent cuidado pessoal banheiro tudo pronto gent calendário ele pedido reforma quadra escola repent pedido simpl presentão que reforma escola inteira trabalho
